album,song,lyrics
evermore ,​it’s time to go,Sometimes walking out is the one thing
evermore ,​it’s time to go,That will find you the right thing
evermore ,​it’s time to go,Sometimes giving up is the strong thing
evermore ,​it’s time to go,Sometimes to run is the brave thing
evermore ,​it’s time to go,Sometimes walking out is the one thing
evermore ,​it’s time to go,That will find you the right thing
evermore ,​it’s time to go,"Fifteen years, fifteen million tears"
evermore ,​it’s time to go,Begging 'til my knees bled
evermore ,​it’s time to go,"I gave it my all, he gave me nothing at all"
evermore ,​it’s time to go,Then wondered why I left
evermore ,​it’s time to go,Now he sits on his throne in his palace of bones
evermore ,​it’s time to go,Praying to his greed
evermore ,​it’s time to go,He's got my past frozen behind glass
evermore ,​it’s time to go,But I've got me
evermore ,​it’s time to go,That old familiar body ache
evermore ,​it’s time to go,The snaps from the same little breaks in my soul
evermore ,​it’s time to go,I know when it's time to go
evermore ,​it’s time to go,Sometimes giving up is the strong thing
evermore ,​it’s time to go,Sometimes to run is the brave thing
evermore ,​it’s time to go,Sometimes walking out is the one thing
evermore ,​it’s time to go,That will find you the right thing
evermore ,​it’s time to go,Sometimes giving up is the strong thing
evermore ,​it’s time to go,Sometimes to run is the brave thing
evermore ,​it’s time to go,Sometimes walking out is the one thing
evermore ,​it’s time to go,That will find you the right thing
evermore ,​it’s time to go,That will find you the right thing
evermore ,​it’s time to go,And you know in your soul
evermore ,​it’s time to go,You know in your soul
evermore ,​it’s time to go,When it's time to go
evermore ,​it’s time to go,"You know, you know, you know, you know"
evermore ,​it’s time to go,When it's time to go
evermore ,​it’s time to go,So then you go
evermore ,​it’s time to go,Then you go
evermore ,​it’s time to go,You just go
THE TORTURED POETS DEPARTMENT,Fortnight,"I was supposed to be sent away, but they forgot to come and get me"
THE TORTURED POETS DEPARTMENT,Fortnight,I was a functioning alcoholic till nobody noticed my new aesthetic
THE TORTURED POETS DEPARTMENT,Fortnight,"All of this to say, I hope you're okay, but you're the reason"
THE TORTURED POETS DEPARTMENT,Fortnight,"And no one here's to blame, but what about your quiet treason?"
THE TORTURED POETS DEPARTMENT,Fortnight,"And for a fortnight there, we were forever"
THE TORTURED POETS DEPARTMENT,Fortnight,"Run into you sometimes, ask about the weather"
THE TORTURED POETS DEPARTMENT,Fortnight,"Now you're in my backyard, turned into good neighbors"
THE TORTURED POETS DEPARTMENT,Fortnight,Your wife waters flowers
THE TORTURED POETS DEPARTMENT,Fortnight,I wanna kill her
THE TORTURED POETS DEPARTMENT,Fortnight,All my mornings are Mondays stuck in an endless February
THE TORTURED POETS DEPARTMENT,Fortnight,"I took the miracle move-on drug, the effects were temporary"
THE TORTURED POETS DEPARTMENT,Fortnight,"And I love you, it's ruining my life"
THE TORTURED POETS DEPARTMENT,Fortnight,"I love you, it's ruining my life"
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you for only a fortnight
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you
THE TORTURED POETS DEPARTMENT,Fortnight,But I touched you
THE TORTURED POETS DEPARTMENT,Fortnight,"And for a fortnight there, we were forever"
THE TORTURED POETS DEPARTMENT,Fortnight,"Run into you sometimes, ask about the weather"
THE TORTURED POETS DEPARTMENT,Fortnight,"Now you're in my backyard, turned into good neighbors"
THE TORTURED POETS DEPARTMENT,Fortnight,Your wife waters flowers
THE TORTURED POETS DEPARTMENT,Fortnight,I wanna kill her
THE TORTURED POETS DEPARTMENT,Fortnight,"And for a fortnight there, we were together"
THE TORTURED POETS DEPARTMENT,Fortnight,"Run into you sometimes, comment on my sweater"
THE TORTURED POETS DEPARTMENT,Fortnight,"Now you're at the mailbox, turned into good neighbors"
THE TORTURED POETS DEPARTMENT,Fortnight,My husband is cheating
THE TORTURED POETS DEPARTMENT,Fortnight,I wanna kill him
THE TORTURED POETS DEPARTMENT,Fortnight,"I love you, it's ruining my life"
THE TORTURED POETS DEPARTMENT,Fortnight,"I love you, it's ruining my life"
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you for only a fortnight
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you
THE TORTURED POETS DEPARTMENT,Fortnight,"I love you, it's ruining my life"
THE TORTURED POETS DEPARTMENT,Fortnight,"I love you, it's ruining my life"
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you for only a fortnight
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you
THE TORTURED POETS DEPARTMENT,Fortnight,I touched you
THE TORTURED POETS DEPARTMENT,Fortnight,"Thought of calling ya, but you won't pick up"
THE TORTURED POETS DEPARTMENT,Fortnight,Another fortnight lost in America
THE TORTURED POETS DEPARTMENT,Fortnight,"Move to Florida, buy the car you want"
THE TORTURED POETS DEPARTMENT,Fortnight,"But it won't start up till you touch, touch, touch me"
THE TORTURED POETS DEPARTMENT,Fortnight,"Thought of calling ya, but you won't pick up"
THE TORTURED POETS DEPARTMENT,Fortnight,Another fortnight lost in America
THE TORTURED POETS DEPARTMENT,Fortnight,"Move to Florida, buy the car you want"
THE TORTURED POETS DEPARTMENT,Fortnight,"But it won't start up till I touch, touch, touch you"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,You left your typewriter at my apartment
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Straight from the Tortured Poets Department
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,I think some things I never say
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"Like, ""Who uses typewriters anyway?"" But"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"You're in self-sabotage mode, throwing spikes down on the road"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,But I've seen this episode and still loved the show
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Who else decodes you?
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,And who's gonna hold you like me?
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"And who's gonna know you, if not me?"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,I laughed in your face and said
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"""You're not Dylan Thomas"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,I'm not Patti Smith
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,This ain't the Chelsea Hotel
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"We're modern idiots"""
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,And who's gonna hold you like me?
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Nobody
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,No-fucking-body
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Nobody
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,You smoked then ate seven bars of chocolate
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,We declared Charlie Puth should be a bigger artist
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"I scratch your head, you fall asleep"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Like a tattooed golden retriever
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"But you awaken with dread, pounding nails in your head"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,But I've read this one where you come undone
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,I chose this cyclone with you
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,And who's gonna hold you like me? (Who's gonna hold you? Who's gonna hold you?)
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,And who's gonna know you like me? (Who's gonna know you?)
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,I laughed in your face and said
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"""You're not Dylan Thomas"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,I'm not Patti Smith
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,This ain't the Chelsea Hotel
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"We're modern idiots"""
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,And who's gonna hold you like me? (Who's gonna hold you? Who's gonna hold you?)
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,No-fucking-body (Who's gonna hold you? Who's gonna hold you?)
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Nobody (Who's gonna hold you? Gonna love you? Gonna troll you?)
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Nobody
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Sometimes I wonder if you're gonna screw this up with me
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,But you told Lucy you'd kill yourself if I ever leave
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,"And I had said that to Jack about you, so I felt seen"
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Everyone we know understands why it's meant to be
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,Cause we're crazy
THE TORTURED POETS DEPARTMENT,The Tortured Poets Department,So tell me
